No,Link,Keywords
323,http://www.funbrain.com/scramble/,"words, scramble, spell, spelling, instruments, composers, dinosaurs, physics, physicist, chemistry, nutrition, geography, fun, game, kids, children, quiz, trivia"
324,http://www.funbrain.com/math/index.html,"basketball games. math basketball, basketball math games, baseball games, math baseball, baseball math games, addition, multiplication, subtraction, division, fun, game, children, kids, baseball, learning, learn, math, mathematics, education"
325,http://pbskids.org/games/,No keyword given
326,http://www.weekiwis.com/halloween.html,"Wee Kiwis, halloween animated clipart, Alaska, alaska, recipes, holidays, kids games, costumes, stories, coloring, mazes"
327,http://www.christmas-activities.com/,"christmas, games, activities, crafts, ideas, fun, children, kids, family, family-friendly, classroom, school, coloring, colouring, crosswords."
328,http://www.worksheetlab.com/,No keyword given
329,http://www.abcteach.com/,No keyword given
330,http://www.angelfire.com/weird/funnypoems/funnypoemsforkids.html,No keyword given
331,http://pbskids.org/sesame/,No keyword given
332,http://www.primarygames.com/science/flowers/flowers.htm,No keyword given
333,http://www.primarygames.com/abc_fun/abc_fun.htm,No keyword given
334,http://www.beaconstreetgirls.com/,No keyword given
335,http://www.ryanbircham.com/,No keyword given
336,http://www.drewsanimals.com/,"children, children's games, Christian, Bible verses, scripture, jokes, online games, freebies, free, coloring pages, java, Jesus, Christ, kids, kid's games, animal, animals, family, child, home school, homeschool, salvation, fun, resources, teacher, entertainment, worksheets, ministry, addition, multiplication, activities, matching, cards, preschool, grade, elementary, educational, activities, printables"
337,http://www.coloringplanet.com/,No keyword given
338,http://www.primarygames.com/holidays/mlk/mlk.htm,No keyword given
339,http://www.primarygames.com/holidays/christmas/christmas.php,No keyword given
340,http://www.primarygames.com/holidays/thanksgiving/thanksgiving.php,No keyword given
341,http://www.coloring-book.info/,"coloring book, coloring pages, colouring pages, online colouring, coloring pictures, dora, harry potter, shrek, cars, barbie"
342,http://www.primarygames.com/science/butterflies/butterflies.htm,No keyword given
343,http://www.mikesmathclub.org/,"foundation, education, Milken, Teacher, Advancement, Lowell, educator, nonprofit, award, non-profit, TAP, TAP system, non profit, educational, cancer, research, schools, teacher, teaching, student, national, Santa Monica, Los Angeles, California, technology, Milliken, Milkin, Milikin, Conference, Education, Forum, Milken Exchange, Institute, Scholars, Epilepsy Award, Mike's Math Club, Milken Educator Virtual Workspace, MEVW, American, Jewish, Music, Center, High, Milken community, archives, charitable"
344,http://www.farmsafetyforjustkids.org/,No keyword given
345,http://boowakwala.uptoten.com/kids/boowakwala-club-games-formgame.html,No keyword given
346,http://volcano.oregonstate.edu/kids/,No keyword given
347,http://oaks.nvg.org/goose-prose.html,No keyword given
348,http://sites.google.com/site/childrensbooksonline/,No keyword given
349,http://endangeredtiger.tripod.com/,No keyword given
350,http://www.cbeebies.com/australia/,No keyword given
351,http://www.gardenofpraise.com/art35.htm,"Famous Paintings, art webquest, The Rocky Mountains, Lander's Peak, Albert Bierstadt, kids, free worksheets, learning activities, puzzles, online games, online tests, online quiz, jigsaw puzzle, crossword puzzle, word search puzzle, word scramble game, coloring pictures, who is the artist"
352,http://www.gardenofpraise.com/art40.htm,"Famous Paintings, Pilgrims Going to Church, George Henry Boughton, art webquest, kids, free worksheets, learning activities, puzzles, online games, jigsaw puzzle, crossword puzzle, word search puzzle, word scramble game, who is the artist"
353,http://www.cyh.com/HealthTopics/HealthTopicDetailsKids.aspx?p=335&np=285&id=1606,chemicals; addiction; nicotine; lung; disease; asthma; smoke; cough; smoking; passive; cigarettes; tar; carbon; monoxide; poison; law. ;
354,http://www.headlice.org/kids/,No keyword given
355,http://www.angelfire.com/indie/prachi/,"prachi,prachi nair,kids,home page,indian,kid stuff,fun stuff,fun"
356,http://space.about.com/od/educationastronomyspace/tp/Astronomy_For_Kids.htm,No keyword given
357,http://www.firefacts.org/,
358,http://members.tripod.com/~jessie_2_2/NewIndex.htm,No keyword given
359,http://www.childrensmuseum.org/themuseum/fireworks_ofglass/games/create_sculpture/1/index.html,No keyword given
360,http://www.dltk-kids.com/world/mexico/mexican_maracas.htm,"crafts, children, kids, printable, preschool, kindergarten"
361,http://familycrafts.about.com/od/cdcasecrafts/a/CardCollectorFrameCraft.htm,No keyword given
362,http://www.seussville.com/games/lorax/,No keyword given
363,http://www.kidsolr.com/math/math.html,"Homework Help, Kids, Art, Music, Early Childhood, Entertainment Fun, Games, Toys, Education, Geography, History, Homeschool, Internet Safety Language Arts, Math, Reference, Dictionary, Science, Health, Special Education, Technical Support, Teen Resources, Zoos, Animals"
364,http://pbskids.org/lions/index.html,No keyword given
365,http://studyjams.scholastic.com/studyjams/jams/science/index.htm,No keyword given
366,http://www.glubthesub.com/,No keyword given
367,http://www.moma.org/interactives/destination/,No keyword given
368,http://www.learningplanet.com/act/ws/e_wslist.asp,"detective shell, turtle game, turtle word search, turtle word find, detective shell¹s word search, learning, games, activities, kids, planet, educational, where can I find word games, interactive word search puzzles, word search game, children, kids games, games for children, gam, gaim, gams, gaims, word puzzles, elementary, puzzles, vocabulary building, vocabulary, online games for kids, basketball, winter, colors, number words, farm animals, zoo animals, fruits, vegetables, St. Valentine's Day, spring, summer, fall, Ancient Egypt, Abraham Lincoln, birds, mammals, heart, farm, reptiles, amphibians, spelling practice, wordsearch, kids puzzles, free stuff for kids, free games, free puzzles, free online puzzles, free online games, puzle, puzles"
369,http://www.pandabearsplayhouse.com/,"Free, free books, free stories, adventure stories, panda stories, adventure book, animated stories, Children, kid, kid's site, kids, young children's, K-12, young children, site for kids, Storybook, stories, free storybooks, story land, story, Fiction, children's books, mystery, Tale, tales, storybook world, storybook shelf, Storybook friends, storybook site, storybook adventure, animal stories, kids stories, children's stories, Read, reading, reading books, Book, books, coloring books, coloring book, color, Animation, animated, animations, animated pictures, moving pictures, graphics, computer graphics, interactive, image, images, pictures, Learning, learn, cartoon characters, Adventure, adventures, Discover, explore, tour, panda bear, Panda Bears Playhouse, panda bears, panda, bear, bears, dancing pandas, dancing bears, dancing, Playhouse, play world, playroom, Fairy, fairies, fairy-tales, fairy-tale, Make-believe, imaginary, colorful, brightly colored, Play, playful, amusing, Friend, friends, friendship, Magic, magical, fun, word search, games, crosswords, grandma, duck, hamster, ping pong, woods, cute, mischief"
370,http://www.deere.com/wps/dcom/en_US/corporate/our_company/fans_visitors/kids/kids.page?,"games, activities, John Deere kids, Johnny Tractor, action, learning, download"
371,http://www.lil-fingers.com/purim/,"purim, hamantashen, jewish, education, toddler, reading, storybooks, low bandwidth, story, fingers, lil', little, kid, pre-k, holiday"
372,http://www.toothfairylegend.com/,"Tooth Fairy Books Tooth Fairy Books, Tooth Fairy Legend, Childrens Books, Touch of Kindness, L and M Creations "
373,http://kidshealth.org/en/kids/somedie.html,"death, dying, dead, died, mourning, grieving, car accident, die, accidents, losing someone, souls, heaven, crying, missing, someone i love died, graves, funeral, wake, memorial service, cemetery, cremation, my grandma died, my nana died, my mom mom died, my grandpa died, my pop pop died, my mom died, my dad died, my sister died, my brother died, my cousin died, my friend died, CD1Palliative Care"
374,http://kidshealth.org/en/kids/mom-pregnant.html,"baby, pregnant, pregnancy, families, brothers, sisters, babies, parents, moms, dads, siblings, family changes, sharing, talking about your feelings"
375,http://extension.illinois.edu/conflict/,No keyword given
376,http://www.akgupta.com/Java/arithmetic.htm,"arithmetic,practice,java,applet,addition,subtraction,multiplication,division,LCM,HCF,school,kids,children,teaching,learning"
377,http://joanirvine.com/,e8国际娱乐平台下载
378,http://www.doctor-dan.com/,No keyword given
379,http://www.goodlifewithgabby.com/,No keyword given
380,http://www.mrstorytime.com/,"kids, preschool, parents, storytime, stories, animation, children, story, whales, humpback, golden books, toddlers, bedtime, games, youngster, child, play, story time"
381,http://mathstory.com/,No keyword given
382,http://www.childrenscompany.com/ripleyandscuff/,"ripley,scuff,bargie,strid,citv,pre,school,education,fun,comedy,learning,make,do,tim,firth,childrens,company,rottentrolls,banana,trundle"
383,http://www.tinypop.com/,No keyword given
384,http://dnluna.tripod.com/kidsclub/,"fun, cool, neat, messy, interesting, scientific, learning, knowledge, comics, children, kids, crafts, ideas, tips, kittens, puppy, dogs, cats, meow, stories, read, parents, cooking, recipes, do it yourself, dogs, games, bored, cards, make your own, silly, crazy, contests, cute, guinea pigs, puppies, gerbils, Albuquerque, beanie babies, win, prizes, magic, faries, guestbook, banner, children, feline, happy, pen pals, smile, sailor moon, cabbit, anime, reading, love, luna, super, puppys, adopt, silly, kawaii, paintbrush, nifty, kitten"
385,http://www.kids-korner.com/,No keyword given
386,http://www.caramax.com/us/,No keyword given
387,http://www.goobo.com/monster/,No keyword given
388,http://kidshealth.org/kid/watch/house/halloween_safety.html,"halloween, trick or treat, candy, dressing up in costumes, trick-or-treating, pumpkins, jack-o-lantern, haunted houses, safety, masks, makeup, ghouls, ghosts, goblins, crossing the street, fun, don't talk to strangers, watch for traffic, fluorescent costumes, short, eyeholes, glowing, inspect candy carefully, germs, family, friends, go before dark, stay in crosswalk, flashlights, parties"
389,http://kidshealth.org/kid/watch/house/safe_in_kitchen.html,"food safety, burns, bacteria, germs, kitchen safety, chefs, cooking, recipes, baking, appliances, knives, cleaning up, washing your hands, foodborne illnesses, salmonella, e. coli, leftovers, hot, blenders, food processors, ovens"
390,http://www.eduweb.com/pintura/,No keyword given
391,http://www.loudshirtday.com.au/,No keyword given
392,http://awesomeanimals.tripod.com/,No keyword given
393,http://www.healthyteeth.org/,No keyword given
394,http://extension.psu.edu/publications/uk083/view,"Penn State Extension, Agriculture, Dairy, Beef, Crops, Food Safety, Nutrition, Business Management, Natural Gas, Renewable Energy, Forest Management, Water, Cooperative Extension, University Park, Pennsylvania"
396,http://www.greatgrubclub.com/,No keyword given
397,http://kidshealth.org/en/kids/broken-bones.html,"broken bones, breaking bones, breaks, casts, fractures, pain, shock, x-rays, pins, bandages, heal, plaster casts, fiberglass casts, slings, splints, mend, grow together, open, simple, complete, greenstick, single, comminuted, bending, hairline, skeletal system, skeletons, ligaments, emergency rooms, bones, breaking a bone, calcium, CD1Orthopedics"
399,http://www.apples4theteacher.com/holidays/halloween/,"Halloween, Halloween activities, Halloween Games, Halloween Game, Halloween Theme, Halloween costumes, pumpkin, bat, witch, pumpkins, jack-o-lanterns, bats, witches, ghost, ghosts, goblins, costumes, crafts, family, fun, bats, black cats"
400,http://www.gosh.nhs.uk/children/,No keyword given
401,http://www.worldsfastestclown.com/kidscner.html,No keyword given
402,http://www.pbs.org/wgbh/aso/tryit/radio/#,No keyword given
403,http://www.aipl.arsusda.gov/kc/kcindex.html,"AIPL, kids, learning"
404,http://www.apples4theteacher.com/starwarp2.html,"space information, space words, facts on the planets, info on planets, solar system facts, science activities, interactive games, free games, self study, Sun, Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus, Neptune, Pluto"
405,http://www.sleepforkids.org/,No keyword given
406,http://www.nps.gov/yell/forkids/,No keyword given
407,http://www.kidshealth.org/kid/talk/qa/rock_music.html,"loud music, deafness, headphones, hearing impairment, hearing aids, temporary hearing loss, tinnitus, permanent hearing loss, portable cd players, music, earplugs, earmuffs, ears, protection, concerts, volume, machinery, loud tones, otolaryngology, general pediatrics"
408,http://www.cyh.com/SubDefault.aspx?p=255,No keyword given
409,http://extension.illinois.edu/trees3/02.html,No keyword given
410,http://www.cyh.com/HealthTopics/HealthTopicDetailsKids.aspx?p=335&np=287&id=1789,death; grief; dying; loss; sad; feelings; jail; gaol ;
411,http://www.mathsisfun.com/diplodocus.html,"math, maths, mathematics, school, homework, education"
412,http://kidshealth.org/en/kids/stress.html,"the story on stress, stressed, angry, frustrated, upset, mad, sad, sick to my stomach, worried, uncomfortable, afraid, stomachaches, headaches, having trouble sleeping, eating, irritated, grouchy, can't pay attention, good stress, bad stress, what causes stress, butterflies in stomach, sweaty hands, worrying, talk with an adult, talk to your parents, inhale, exhale, hyperventilate, exercises, relaxation, muscles, get enough sleep, tension, anxiety, anxious, problems, tired, too many activities, general pediatrics, behavioral health"
413,http://www.kidshealth.org/kid/watch/er/fire_safety.html,"fires, emergency, escape, smoke, windows, candles, matches, lighters, fireplaces, smoking, cigarettes, smoke alarms, smoke detectors, fire trucks, fire departments"
414,http://wilstar.com/xmas/xmassymb.htm,No keyword given
415,http://pbskids.org/caillou,No keyword given
416,http://www.cubeez.com/,"Cubeez, Pre-school cartoons, children's TV shows, educational entertainment, Bozz, Doody, Dink, Tizzy, Partyware, toddlers, learning wall, educational games for pre-schoolers, learn to count, learn shapes, learn about colours, education, Cubeedoobeedoo, Cubee doobee 	doo, Kids funtime, Toddlers funtime, Fun for little ones, kids special occasions, fun club, learn and play, play and learn, like learning, safe kiddies club, kids show, party play, early learning, fun time, party time, learning colours, shapes, animated adventures, greetings cards, games to play, as seen on TV, learning wall, pre-school entertainment, partyware, kids TV, animation, word association, spelling, shape recognition, TV schedules, Cubeez club, gmtv, nickjr, abc, Flash"
417,http://www.draw3d.com/,No keyword given
418,http://www.primarygames.com/Number%20Game/start.htm,No keyword given
419,http://kidshealth.org/en/kids/talk-feelings.html,"emotion, emotional, aware, awareness, crying, cry, scream, stress, sadness, anger, depression, family, problems, sharing, talking about feelings, excited, relieved, awkward, happy, happiness, sad, happy, nervous, annoyed, glad, loved, friends, trust, worried, worry, abuse, hurt, pain, honesty, scared, anxiety, anxious, talk, name, say, good, bad, feelings into words,"
420,http://kidshealth.org/en/kids/cavity.html,"cavity, cavities, going to the dentist, taking care of teeth, tooth, teeth, decay, toothache, brushing your teeth, toothpaste, flossing, plaque, tooth enamel, toothaches, dental caries, my tooth is rotten, x-rays, anesthesia, drill"
421,http://www.cyh.com/HealthTopics/HealthTopicDetailsKids.aspx?p=335&np=287&id=2255,counselling; solving problems; worry; anxiety; counseling; mediation; honesty ;
422,http://nationalzoo.si.edu/Animals/KidsFarm/,No keyword given
423,http://www.cyh.com/HealthTopics/HealthTopicDetailsKids.aspx?p=335&np=285&id=1722,diabetes; insulin; glucose; hypo; sugar; blood; type 1;
424,http://kidshealth.org/en/kids/smoking.html,"smoking, smokeless tobacco, tobacco, chewing, snuff, dip, cigars, cigarettes, nicotine, spit, chew, pipes, inhaled, gums, addictive, drugs, cancer, peer pressure, blood pressure, coughing, bad breath, expensive, lung cancer, yellow teeth, yellow nails, hard to breathe, heart problems, smoking is cool,  heart, lungs"
425,http://kidshealth.org/en/kids/clique.html,"friends, not my friend, enemy, in crowd, club, clique, click, group, popular, mean girls, mean boys, best friend, left out, lonely, no friends, alone, bully, bullie, bullys, bullies, bullied, clicks, clix, make friends"
426,http://www.primarygames.com/color_fun/color_fun.htm,No keyword given
427,http://www.primarygames.com/puzzles/match_up/shape_match/,No keyword given
428,http://www.crayola.com/kids-playzone/color-wonder-treasure-hunt.aspx,No keyword given
429,http://www.icpl.org/kids/,No keyword given
430,http://www.faqs.org/faqs/scouting/leader-hints/section-7.html,No keyword given
431,http://www.mouthhealthykids.org/en/games-and-quizzes/visit-the-dentist-with-marty/,Mouth Healthy
432,http://activated.libsyn.com/,No keyword given
434,http://www.paintingballerina.com/,"art, abstract art, abstract expressionism, action painting, nonobjective art, artist, artists, child artist, ballerina, dance, child ballerina, child dancer, ballet, fantasy, paint dancing, paint-dancing, paint dancer, paint-dancer, parenting, children's books, self expression, gallery, art gallery, young dancers, young artists, gift book"
435,http://explorium.com/,No keyword given
436,http://www.crayola.com/,No keyword given
437,http://www.typodermic.com/garden/,No keyword given
438,http://gardenofpraise.com/spell1.htm,No keyword given
439,http://www.craftown.com/kids.htm,"free,kids,craft,projects,crafts,magic,wand,bible,nature,pictures,free,holidays,fun,
animal,egg,beanie,checkerboard,patchwork,gardening,skating,critters,easter,christmas,halloween,valentine,
turkey,skunk,photo,frame,vase,spoons,horse,egg,carton,beanies,book,ends,beanbag,gloves,flower,pots,playhouse,jars,puff,
paint,caterpillar,bookmark,growth,tape,paperweight,vase,magic,wand,beach,towel,placemats,easter,valentine,
christmas,halloween"
440,http://www.rain.org/~philfear/download-a-dinosaur.html,"Download-a-Dinosaur, dinosaurs,paper dinosaur party hats, spinosaurus, dinosaur, elasmosaurus, muttaburrasaurus, ornithomimus, stegosaurus, pteranodon, apatosaurus, triceratops, raptor, tyrannosaurus rex, allosaurus, dimetrodon, parasaurolophus, Polecanthus, corynthosaurus, ankylosaurus, paper crafts, camarasaurus, iguanodon"
441,http://familycrafts.about.com/od/creativesnacks/r/halcatrec.htm,No keyword given
442,http://www.twelvedaysofchristmas.ca/,"Twelve days of christmas,Chritmas,twelve days,12 days,Kidoons,animated,videos,free videos,story,stories,holiday crafts,crafts,games,free games,holidays,presents,snow,winter,december,games"
443,http://www.rivalquest.com/dino,No keyword given
444,http://www.theideabox.com/,"crafts, children, kids, craft, kid, crafts for kids, kids crafts, children's crafts, preschool, kindergarten"
445,http://www.kidsolr.com/earlychildhood/page4.html,No keyword given
446,http://www.crayola.com/kids-playzone/fireworks-spectacular.aspx?game=color_match,No keyword given
447,http://www.numberlinelane.co.uk/,"maths,math,stories,books,numberline,maths stories,teacher,resources,key stage 1,key stage one,foundation stage,KS1,problem solving"
448,http://www.mcgruff.org/,No keyword given
449,http://www.apples4theteacher.com/measure.html,"free online games, Interactive Measurement Game, Math Games, online math kids games, elementary, measurement, online elementary math activities, measuring"
450,http://www.angelinaballerina.com/,No keyword given
451,http://www.watermelon.org/Kids/Kids.aspx,"Kids, Watermelon, Healthy Eating, Eating Tips, J Slice, eating right, fun ideas, healthy"
452,http://www.moozie.org/,No keyword given
453,http://kidshealth.org/en/kids/moving.html,"moving, new school, new house, new city, new town, new state, relocation, relocating, friends, stressful, divorces, custody, feeling upset, angry, mad, crying, trips, visits, letters, postcards, email, someone died, parents upset, new schools, living, nervous, address books, unpacking, good-byes, goodbyes, new friends, excited, scared, sad"
454,http://www.quia.com/jg/65626.html,"1 X 10, 11 X 1, 1 X 11, 12 X 8, 0 X 5, 6 X 2, 7 X 8, 9 X 12, 3 X 11, 11 X 9, 3 X 4, 5 X 12, 9 X 4, 4 X 1, 6 X 5, java games, vocabulary games, word games, memory games, spelling games, education, classroom, lesson plans, homework help, training"
455,http://www.lafsforlife.org/,No keyword given
456,http://www.angelfire.com/ns/stevens/index.html,No keyword given
457,http://sunniebunniezz.com/holiday/columbus.htm,"Columbus Day, columbus, history of Columbus, Christopher Columbus, explorer, kids columbus day activities, kids activities, columbus day puzzles, wordsearches, crosswords"
458,http://www.lifestyleforkids.com.au/,"birthday parties, dance, gymnastics, holiday programs, kids, parties"
459,http://www.picsearch.com/clownfish-pictures.html,No keyword given
460,http://fun.familyeducation.com/internet/games/33289.html,No keyword given
461,http://www.dltk-kids.com/crafts/arborday/index.htm,"crafts, children, kids, printables, preschool, kindergarten, arbor day, trees"
462,http://www.groovygames.com/kitty/puzzle/,No keyword given
463,http://kidsfront.com/coloring-pages/,"CBSE  class  Study Material, ICSE, NCERT Solutions, CBSE Sample Papers, SSC, HSC,  CBSE Solutions, Tutorials, Guess question paper, sample papers, Model question,free online test, free practice tests,  Board paper solutions, CBSE curriculam,  class   subjects selection, CBSE exam pattern, Math practice test, english practice test, science practice test, mock test, class  syllabus, exam information"
464,http://www.bry-backmanor.org/activitypages.html,"Activity pages, Worksheets, School,
      Games"
465,http://www.spinandspell.com/,No keyword given
466,http://www.tsgc.utexas.edu/topex/kids/,Earth Science Space Aero-Space Technology Topex Poseidon education educational outreach students kids children teachers space science activities activity satellite el nino la nina ocean
467,http://nbati.org/,No keyword given
468,http://www.daniellesplace.com/html/LaborDayCrafts.html,No keyword given
469,http://www.primarygames.com/holidays/earth_day/earthday.php,No keyword given
470,http://www.dltk-kids.com/crafts/columbus/,"crafts, children, kids, printables, preschool, kindergarten, Columbus Day"
